165	12罐	当了妈才知道的好活动	pure_a2_protein_fact_candidate
167	12罐	a2至初这波活动也太实在了吧😭	pure_a2_protein_fact_candidate
169	12罐	带娃党速看！a2至初新活动真香	pure_a2_protein_fact_candidate
170	12罐	a2至初活动真是太实在了	pure_a2_protein_fact_candidate
172	12罐	a2至初集罐活动真香了	pure_a2_protein_fact_candidate
176	12罐	a2至初老粉的福利，12罐换1罐！	batch_detection_fact_error
180	12罐	a2至初新活动，福利多到我惊了😮	batch_detection_fact_error,pure_a2_protein_fact_candidate
181	12罐	a2至初这个集罐活动也太实在了吧	positive_expression_stacking
189	12罐	这活动也太实在了吧！	positive_expression_stacking
190	12罐	带娃才懂的快乐，a2至初活动真香！	positive_expression_stacking
191	12罐	姐妹们，a2至初这活动太值了！	pure_a2_protein_fact_candidate
192	12罐	a2至初新活动，集罐换奶粉太香了！	pure_a2_protein_fact_candidate
202	12罐	a2至初会员升级，老粉直接冲	positive_expression_stacking
203	12罐	集罐活动太香了！宝妈们冲	pure_a2_protein_fact_candidate
209	12罐	a2至初活动太实在了吧！🥳	pure_a2_protein_fact_candidate
214	12罐	a2至初这波活动太实在了！	pure_a2_protein_fact_candidate
216	12罐	闺蜜告诉我这个活动，我直接冲了！	pure_a2_protein_fact_candidate
228	12罐	a2至初活动也太实在了吧😍	pure_a2_protein_fact_candidate
236	12罐	a2至初活动真香，囤罐福利太实在	pure_a2_protein_fact_candidate
237	12罐	这波a2至初活动真给力🎉	positive_expression_stacking
239	12罐	a2至初这波活动真的爱了	pure_a2_protein_fact_candidate
243	12罐	a2至初集罐活动真香啊！	positive_expression_stacking
244	12罐	带娃老粉的日常快乐🥰	pure_a2_protein_fact_candidate
248	12罐	集罐换奶粉，a2至初太实在了！	positive_expression_stacking
256	12罐	突然发现a2至初有新活动了😲	pure_a2_protein_fact_candidate
258	12罐	a2至初会员礼遇升级，老母亲果断冲了！	pure_a2_protein_fact_candidate
265	12罐	新活动力度这么大？我直接冲了！😱	positive_expression_stacking
267	12罐	a2至初集罐福利，真香！	pure_a2_protein_fact_candidate
272	12罐	礼遇活动真香，a2至初老粉冲了😆	positive_expression_stacking,pure_a2_protein_fact_candidate
280	12罐	这个a2至初活动我冲了！🥳	pure_a2_protein_fact_candidate
287	12罐	a2至初这活动也太实在了吧！	pure_a2_protein_fact_candidate
291	12罐	集罐活动真香！a2至初太靠谱了🎉	pure_a2_protein_fact_candidate
292	12罐	带娃党福音！a2至初这活动我冲了	pure_a2_protein_fact_candidate
293	12罐	集罐换奶粉真香！当妈必看	pure_a2_protein_fact_candidate
296	12罐	a2至初会员升级，集罐福利太香了😍	pure_a2_protein_fact_candidate
301	12罐	带娃两年，a2至初老粉的真实感受～	pure_a2_protein_fact_candidate
303	12罐	娃口粮囤起来，a2至初活动真香	positive_expression_stacking
305	12罐	刷到个活动，忍不住分享下～	positive_expression_stacking
308	12罐	带娃党的意外惊喜🎉	positive_expression_stacking
310	12罐	a2至初的集罐活动，真香！	pure_a2_protein_fact_candidate
311	12罐	刚发现a2至初活动，集罐太香了	positive_expression_stacking,pure_a2_protein_fact_candidate
313	12罐	带娃党的快乐！集罐礼真香～	positive_expression_stacking
315	12罐	集罐活动真香，a2至初实力在线	cold_water_formula
316	12罐	当妈后第一次发现这种好活动！	positive_expression_stacking,pure_a2_protein_fact_candidate
317	12罐	我挖到的宝藏活动！必须分享	pure_a2_protein_fact_candidate
319	12罐	a2至初新活动太实在了！集罐超值😄	positive_expression_stacking
322	12罐	集罐换奶粉，这波活动太香了	positive_expression_stacking,pure_a2_protein_fact_candidate
326	12罐	礼遇活动真香！a2至初必须囤！	pure_a2_protein_fact_candidate
329	12罐	带娃日常｜发现个实在活动	pure_a2_protein_fact_candidate
335	12罐	集罐子换奶粉？这波a2至初活动真香	positive_expression_stacking
340	12罐	带娃党快看！这活动太香了	pure_a2_protein_fact_candidate
341	12罐	这活动太实在了！a2至初会员福利真香	positive_expression_stacking
342	其他	带娃党看过来！a2至初新活动真香呀	pure_a2_protein_fact_candidate
343	其他	带娃党冲！a2至初这波活动太实在了	pure_a2_protein_fact_candidate
345	其他	礼遇活动真香，a2至初宝妈必看	pure_a2_protein_fact_candidate
351	其他	会员礼遇升级真让我惊喜💕	positive_expression_stacking
357	其他	带娃刷手机挖到宝了	fabricated_reward_experience,pure_a2_protein_fact_candidate
358	其他	会员升级福利太可以了！	pure_a2_protein_fact_candidate
370	其他	带娃两年终于发现a2至初这个宝藏奶粉🎉	pure_a2_protein_fact_candidate
372	其他	a2至初老粉冲活动，这波福利也太香了😍	positive_expression_stacking,pure_a2_protein_fact_candidate
375	其他	这活动也太实在了吧！a2至初简直宝藏	positive_expression_stacking
376	其他	带娃日常｜意外发现的好活动🎉	positive_expression_stacking
379	其他	a2至初这波活动真的戳到我了🥹	positive_expression_stacking
382	其他	a2至初抽奖啦！姐妹们快冲🎉	positive_expression_stacking
385	其他	带娃党的日常｜a2活动也太好了吧	positive_expression_stacking
387	其他	礼遇活动太香了！a2至初真的靠谱呀😊	positive_expression_stacking,pure_a2_protein_fact_candidate
389	其他	会员礼遇升级领到小听粉啦	fabricated_reward_experience
390	其他	这个活动让我对a2至初更爱了😍	pure_a2_protein_fact_candidate
394	其他	惊喜！a2至初这次活动也太实在了吧😍	pure_a2_protein_fact_candidate
397	其他	这波a2至初活动也太给力了吧😍	positive_expression_stacking
401	其他	这个a2活动也太惊喜了吧！🤩	forbidden_hard_ban,pure_a2_protein_fact_candidate
402	其他	a2至初会员福利太香了！😍	fabricated_reward_experience
406	其他	a2至初这波老客礼我冲了	pure_a2_protein_fact_candidate
409	其他	娃口粮升级，a2至初这波活动太走心啦！	positive_expression_stacking,pure_a2_protein_fact_candidate
411	其他	闺蜜喊我参加a2活动，真没白来 😊	pure_a2_protein_fact_candidate
414	其他	抽奖礼遇太香了！a2至初冲奶真省心	positive_expression_stacking
415	其他	a2至初老客福利，领到小听啦！😄	fabricated_reward_experience
421	其他	a2至初这个活动太实在了吧	pure_a2_protein_fact_candidate
422	其他	带娃党懂的都懂！这波活动太值了	positive_expression_stacking,pure_a2_protein_fact_candidate
423	其他	老粉来唠！a2至初会员活动太实在了	pure_a2_protein_fact_candidate
424	其他	带娃刷到个宝藏活动，这也太值了吧	positive_expression_stacking
426	其他	礼遇活动太香了！a2至初必须夸	pure_a2_protein_fact_candidate
431	其他	a2活动真香！宝妈们快来看	pure_a2_protein_fact_candidate
432	其他	a2至初老粉的快乐，谁懂啊	pure_a2_protein_fact_candidate
434	其他	当妈后就是会忍不住囤a2至初！	fabricated_reward_experience
435	其他	礼遇活动真香！a2至初老粉冲了	pure_a2_protein_fact_candidate
439	其他	a2至初这活动也太实在了吧🤩	positive_expression_stacking
444	其他	带娃党看过来！这个礼遇活动也太香了吧	pure_a2_protein_fact_candidate
448	其他	a2至初活动太实在了，娃长肉快！	positive_expression_stacking
453	其他	老客回归礼？a2至初这波挺暖	pure_a2_protein_fact_candidate
454	其他	会员礼遇升级，真香体验分享🍼	pure_a2_protein_fact_candidate
459	其他	我家娃一直喝a2至初，这次活动值了！	pure_a2_protein_fact_candidate
466	其他	刷到a2这个活动，我直接冲了🤩	positive_expression_stacking
467	其他	带娃党的快乐又回来啦😄	positive_expression_stacking,pure_a2_protein_fact_candidate
472	其他	带娃发现个宝藏活动，a2至初真香🥰	pure_a2_protein_fact_candidate
473	其他	带娃溜达发现个宝藏活动	fabricated_reward_child_experience
474	其他	a2至初这波活动真的把我拿捏了	positive_expression_stacking,pure_a2_protein_fact_candidate
475	其他	a2至初新活动也太香了吧😍	positive_expression_stacking,pure_a2_protein_fact_candidate
477	其他	a2这活动也太香了吧	positive_expression_stacking
478	其他	带娃党看过来！a2至初这个活动太实在了	positive_expression_stacking
484	其他	a2至初新活动集罐换车？真香😋	pure_a2_protein_fact_candidate
488	其他	礼遇活动真香！集罐就能换奶粉🎉	pure_a2_protein_fact_candidate
491	12罐	a2至初这活动也太实在了吧	positive_expression_stacking
495	12罐	a2至初新活动，集罐换整罐太值了！	pure_a2_protein_fact_candidate
499	12罐	a2至初礼遇活动，老母亲冲了😆	positive_expression_stacking
500	12罐	宝妈的快乐！a2至初礼遇活动太香了😍	positive_expression_stacking
